"","Sample_SQ24023853-R24009771LD01-2021415KP.sorted"
"chr8-30748165-30973792",23056.85
"chr8-30973792-31192102",22690.89
"chr8-31192102-31417179",23496.55
"chr8-31417179-31647677",24750.87
"chr8-31647677-31864657",23321.91
"chr8-31864657-32079283",23103.31
"chr8-32079283-32297140",23435.79
"chr8-32297140-32510863",22624.51
"chr8-32510863-32719335",22116.46
"chr8-33150434-33377853",24059.19
"chr8-33377853-33619156",24252.64
"chr8-33619156-33852971",24725.75
"chr8-33852971-34081253",24170.08
"chr8-34081253-34303662",24407.55
"chr8-34303662-34519549",22961.81
"chr8-34519549-34744975",23870.65
"chr8-34744975-34957285",22365.94
"chr8-34957285-35166456",22450.12
"chr8-35166456-35381189",22748.18
"chr8-35381189-35597791",23309.8
"chr8-35597791-35812105",23010.65
"chr8-35812105-36041288",24500.71
"chr8-36041288-36262488",23614.17
"chr8-36497197-36710834",22900.63
"chr8-36710834-36926894",22578.37
"chr8-36926894-37135176",22477.39
"chr8-37135176-37346059",22503.67
"chr8-37346059-37562187",23342.6
"chr8-37562187-37781181",23307.83
"chr8-37781181-38020845",24113.88
"chr8-38020845-38268917",24882.61
"chr8-38268917-38496248",23352.1
"chr8-38496248-38723340",23433.67
"chr8-38723340-38947235",23314.55
"chr8-38947235-39178181",19844.21
"chr8-39178181-39401913",11659.95
"chr8-39619654-39841036",12003.29
"chr8-40081634-40300767",23273.57
"chr8-40300767-40525619",23516.87
"chr8-40525619-40745775",23452.7
"chr8-40745775-40959371",22487.04
"chr8-40959371-41191222",23924.38
"chr8-41191222-41412574",23650.75
"chr8-41412574-41646373",24117.98
"chr8-41646373-41859618",22715.62
"chr8-41859618-42080339",23061.89
"chr8-42080339-42309768",23664.32
"chr8-42309768-42541742",23091.38
"chr8-42541742-42792671",25659.68
"chr8-42792671-43038340",24998.99
"chr8-43284951-43547555",27766.18
"chr8-43547555-43768132",23553.28
"chr8-46910295-47165762",27035.74
"chr8-47165762-47406511",27039.4
"chr8-47406511-47650649",25233.28
"chr8-47650649-47879302",23649.75
"chr8-47879302-48120147",24304.63
"chr8-48120147-48362090",25600.49
"chr8-48362090-48584074",23499.71
"chr8-48584074-48799996",22945.6
"chr8-48799996-49028777",24326.64
"chr8-49028777-49242366",23354.95
"chr8-49242366-49465394",23870.33
"chr8-49465394-49686143",23695.86
"chr8-49686143-49901132",22737.05
"chr8-49901132-50116977",23084.3
"chr8-50116977-50337770",23030.5
"chr8-50337770-50559454",24020.57
"chr8-50785364-51006904",23812.24
"chr8-51006904-51225211",23354.16
"chr8-51225211-51446611",23812.99
"chr8-51446611-51672207",23803.16
"chr8-51672207-51892845",23278.31
"chr8-51892845-52118536",23685.33
"chr8-52118536-52326019",22265.01
"chr8-52326019-52542740",23069.82
"chr8-52542740-52761178",23281.47
"chr8-52761178-52986940",23509.72
"chr8-52986940-53217189",24569.8
"chr8-53217189-53445973",24427.81
"chr8-53445973-53675673",24467.99
"chr8-53675673-53908934",24361.75
"chr8-53908934-54162662",25548.92
"chr8-54162662-54384171",23266.6
"chr8-54384171-54614065",24079.69
"chr8-54614065-54831134",23234.61
"chr8-54831134-55046060",22820.68
"chr8-55046060-55261773",22734.61
"chr8-55261773-55483668",23842.85
"chr8-55483668-55718103",24511.85
"chr8-55718103-55950366",23750.81
"chr8-55950366-56183252",24254.6
"chr8-56183252-56425615",25100.83
"chr8-56425615-56647288",23542.27
"chr8-56866035-57085537",23488.6
"chr8-57313722-57532054",23005.89
"chr8-57752438-57967234",23227.73
"chr8-57967234-58179523",22818.25
"chr8-58179523-58401072",23464.03
"chr8-58401072-58620614",23175.53
"chr8-58620614-58841296",23987.74
"chr8-58841296-59054010",22890.67
"chr8-59054010-59268995",23235.08
"chr8-59268995-59496927",24300.5
"chr8-59496927-59711177",23256.12
"chr8-59711177-59935401",24259.82
"chr8-59935401-60156068",23901.53
"chr8-60156068-60380550",23650.28
"chr8-60380550-60612910",24416.89
"chr8-60612910-60823062",22627.03
"chr8-60823062-61036316",22557.98
"chr8-61036316-61274698",25526.93
"chr8-61494084-61703238",22533.07
"chr8-61703238-61918459",22980.7
"chr8-61918459-62140179",23861.87
"chr8-62140179-62366719",24351.16
"chr8-62366719-62576705",22615.14
"chr8-62576705-62787545",22673.11
"chr8-62787545-63018252",24803.07
"chr8-63018252-63251264",24275.93
"chr8-63251264-63468509",23189.32
"chr8-63468509-63687704",23791.62
"chr8-63687704-63905951",23183.74
"chr8-63905951-64125999",23632.23
"chr8-64125999-64345181",23562.37
"chr8-64345181-64559915",22937.16
"chr8-64559915-64775359",23324.22
"chr8-64775359-64996963",23764.43
"chr8-64996963-65220347",23815.76
"chr8-65220347-65444247",23416.51
"chr8-65444247-65677587",24275.22
"chr8-65677587-65898771",23260.78
"chr8-65898771-66122976",24039.24
"chr8-66122976-66345443",23828.17
"chr8-66345443-66562801",22831.61
"chr8-66562801-66798432",24047.88
"chr8-66798432-67036220",24004.52
"chr8-67036220-67259683",23231.29
"chr8-67259683-67494400",24790.85
"chr8-67719318-67942167",23612.06
"chr8-67942167-68149252",22217.15
"chr8-68149252-68369166",23721.32
"chr8-68369166-68589631",23810.55
"chr8-68589631-68810595",23798.12
"chr8-68810595-69033032",23875.57
"chr8-69252475-69480165",24179.24
"chr8-69480165-69696480",22977.23
"chr8-69696480-69938933",25440.5
"chr8-69938933-70177010",23756.58
"chr8-70177010-70388657",22179.41
"chr8-70388657-70613971",23327.87
"chr8-70613971-70870793",27068.05
"chr8-70870793-71093435",23340.67
"chr8-71093435-71300549",22404
"chr8-71300549-71521969",23728.08
"chr8-71521969-71739882",23086.65
"chr8-71739882-71966805",24096.67
"chr8-71966805-72182491",23468.86
"chr8-72182491-72414585",24948.52
"chr8-72414585-72629592",23266.63
"chr8-72629592-72846219",23508.31
"chr8-73073918-73299711",23757.04
"chr8-73299711-73513975",22424.59
"chr8-73513975-73737097",23469.54
"chr8-73737097-73975558",24163.85
"chr8-73975558-74204611",24164.01
"chr8-74204611-74431982",24432.79
"chr8-74431982-74656720",23664.18
"chr8-74872858-75091545",23560.2
"chr8-75091545-75315206",23940.45
"chr8-75315206-75544020",23944.26
"chr8-75544020-75769201",24187.57
"chr8-75769201-75981286",23115.82
"chr8-75981286-76195427",23500.54
"chr8-76416097-76630005",22944.89
"chr8-76837214-77058217",23926.61
"chr8-77058217-77279279",24272.96
"chr8-77279279-77493581",23361.46
"chr8-77493581-77704700",22878.56
"chr8-77704700-77919086",23328.78
"chr8-77919086-78138723",23807.09
"chr8-78138723-78357982",23740.16
"chr8-78357982-78572312",23137.71
"chr8-78572312-78790058",23726.62
"chr8-78790058-79004997",23359.95
"chr8-79004997-79225768",24498.16
"chr8-79225768-79444380",23165.6
"chr8-79444380-79661813",23090.72
"chr8-79661813-79883560",23151.66
"chr8-79883560-80109994",23342.49
"chr8-80109994-80345678",24157.7
"chr8-80345678-80581211",24041.44
"chr8-80581211-80802231",23593.88
"chr8-80802231-81020233",23260
"chr8-81020233-81240325",23824.38
"chr8-81240325-81464536",24063.97
"chr8-81464536-81680993",23017.86
"chr8-81680993-81907078",24084.32
"chr8-81907078-82127068",23674.46
"chr8-82127068-82347212",23805.78
"chr8-82347212-82567393",23784.01
"chr8-82567393-82779215",23593.89
"chr8-82779215-82988494",22990.07
"chr8-82988494-83202513",23308.54
"chr8-83202513-83422986",23805.03
"chr8-83422986-83656030",25353.58
"chr8-83656030-83869546",23066.29
"chr8-83869546-84102766",24572.24
"chr8-84102766-84314545",23007.52
"chr8-84314545-84538099",24308.09
"chr8-84538099-84760709",24491.04
"chr8-84760709-84986047",24276.61
"chr8-84986047-85223040",25003.46
"chr8-85223040-85443938",23464.87
"chr8-85842464-86055768",22688.5
"chr8-86055768-86278641",23250.11
"chr8-86278641-86496030",22722.72
"chr8-86496030-86719951",23859.33
"chr8-86719951-86937802",23570.05
"chr8-86937802-87158680",23191.46
"chr8-87158680-87398214",25845.2
"chr8-87398214-87621930",24643.16
"chr8-87621930-87850033",24353.36
"chr8-87850033-88063660",23047.69
"chr8-88063660-88281043",24023.98
"chr8-88281043-88497404",22975.28
"chr8-88497404-88727656",25280.45
"chr8-88727656-88952325",24240.95
"chr8-89174340-89401507",24706.88
"chr8-89401507-89637696",25302.54
"chr8-89637696-89868925",24404.57
"chr8-89868925-90087909",23245.62
"chr8-90308113-90539051",24720.48
"chr8-90539051-90758772",23180.62
"chr8-90758772-90968958",22982.31
"chr8-90968958-91184245",23108.94
"chr8-91184245-91400211",23309.32
"chr8-91400211-91632045",24598.41
"chr8-91632045-91860869",24534.19
"chr8-91860869-92084591",24004.55
"chr8-92084591-92307461",24145.84
"chr8-92307461-92534463",23971.59
"chr8-92745774-92954823",22894.38
"chr8-92954823-93167867",22847.62
"chr8-93167867-93379756",23264.44
"chr8-93379756-93607698",24774.65
"chr8-93607698-93836567",24051.42
"chr8-93836567-94070755",24804.84
"chr8-94070755-94287367",23155.11
"chr8-94287367-94512918",23546.51
"chr8-94512918-94752267",24354.06
"chr8-94752267-94982866",23514.88
"chr8-94982866-95205137",23270.29
"chr8-95205137-95422973",23663.11
"chr8-95422973-95651437",24268.83
"chr8-95651437-95869349",23423.32
"chr8-95869349-96093485",23936.03
"chr8-96311369-96527150",22773.17
"chr8-96527150-96748607",23952.01
"chr8-96748607-96957618",22718.53
"chr8-96957618-97178059",23589.9
"chr8-97178059-97404479",24393.59
"chr8-97404479-97647143",25523.19
"chr8-97647143-97891527",24745.15
"chr8-98118057-98340163",23620.19
"chr8-98340163-98553125",23198.13
"chr8-98805695-99029936",23721.19
"chr8-99029936-99261346",24500.85
"chr8-99261346-99494823",25341.16
"chr8-99722045-99944855",23580.83
"chr8-99944855-100186669",25357.43
"chr8-100186669-100412208",23838.93
"chr8-100412208-100627551",23176.54
"chr8-100627551-100864157",24330.47
"chr8-100864157-101091284",23554.97
"chr8-101091284-101302934",22545.72
"chr8-101302934-101527711",23934.69
"chr8-101527711-101756380",24852.39
"chr8-101756380-101969545",23092.87
"chr8-102189005-102412158",23424.39
"chr8-102412158-102644219",24168.56
"chr8-103094377-103305037",22662.88
"chr8-103305037-103523195",23029.02
"chr8-103523195-103756812",24537.97
"chr8-103756812-103982296",24113.33
"chr8-104197891-104418426",23798.56
"chr8-104418426-104637392",23579.36
"chr8-104637392-104854462",23364.98
"chr8-104854462-105070229",23200.85
"chr8-105070229-105281040",23021
"chr8-105281040-105496591",23018.22
"chr8-105496591-105708849",23007.66
"chr8-105708849-105929051",23159.76
"chr8-105929051-106158830",24767.73
"chr8-106158830-106371013",22937.78
"chr8-106371013-106584873",23016.15
"chr8-106584873-106803530",23045.34
"chr8-106803530-107022813",23415.01
"chr8-107022813-107236823",23097.64
"chr8-107236823-107449411",22975.93
"chr8-107449411-107670587",24243.14
"chr8-107670587-107897055",23782.31
"chr8-107897055-108129946",24970.41
"chr8-108129946-108350444",23379.25
"chr8-108571244-108785948",23135.66
"chr8-108785948-109004602",23549.57
"chr8-109004602-109223427",23757.88
"chr8-109223427-109442026",23284.38
"chr8-109442026-109652110",22694.88
"chr8-109652110-109879302",24544.96
"chr8-109879302-110095830",22991.35
"chr8-110095830-110314680",23910.16
"chr8-110314680-110531257",23668.88
"chr8-110531257-110739404",22697.68
"chr8-110951110-111167468",23938.07
"chr8-111384224-111600881",23508.98
"chr8-111600881-111815671",23184.75
"chr8-111815671-112028440",23027.52
"chr8-112028440-112253756",24268.14
"chr8-112464359-112679134",23340.3
"chr8-112679134-112894504",23563.26
"chr8-112894504-113101370",28367.9
"chr8-113101370-113313499",23541.57
"chr8-113313499-113529827",23333.21
"chr8-113529827-113746223",23335.95
"chr8-113746223-113963179",23545.73
"chr8-113963179-114195191",25529.77
"chr8-114195191-114415824",24059.61
"chr8-114415824-114640353",23957.74
"chr8-114640353-114852501",23367.58
"chr8-114852501-115070249",23194.98
"chr8-115070249-115284834",23463.87
"chr8-115284834-115500827",23213.36
"chr8-115500827-115705690",22509
"chr8-115705690-115923898",23444.15
"chr8-115923898-116132585",22404.23
"chr8-116132585-116353706",23459.24
"chr8-116353706-116574994",23644.38
"chr8-116574994-116790969",22830.4
"chr8-116790969-117007915",22926.87
"chr8-117007915-117222212",23405.75
"chr8-117222212-117435962",22902.22
"chr8-117435962-117655107",23670.18
"chr8-117655107-117869478",22781.53
"chr8-117869478-118085482",22895.21
"chr8-118300433-118511851",22988.48
"chr8-118511851-118737379",24459.38
"chr8-118737379-118952770",23261.56
"chr8-118952770-119171178",23874.9
"chr8-119171178-119408357",25882.85
"chr8-119408357-119641117",24796.14
"chr8-119641117-119866381",23452.68
"chr8-119866381-120106849",25182.05
"chr8-120331603-120550150",23334.65
"chr8-120550150-120772758",24008.25
"chr8-120772758-120986036",22434.17
"chr8-120986036-121211246",24178.68
"chr8-121211246-121433535",24069.55
"chr8-121433535-121655267",23422.54
"chr8-121655267-121874511",23033.35
"chr8-121874511-122098257",23633.22
"chr8-122098257-122322757",23894.47
"chr8-122322757-122540934",23380.83
"chr8-122540934-122752426",22751.68
"chr8-122752426-122970024",23185.73
"chr8-122970024-123195275",23938.42
"chr8-123195275-123429961",24455.04
"chr8-123429961-123651857",23171.16
"chr8-123651857-123870213",23134.85
"chr8-123870213-124082690",22924.39
"chr8-124082690-124303519",24610.08
"chr8-124303519-124533605",23842.36
"chr8-124533605-124750440",23172.05
"chr8-124750440-124974365",23995.72
"chr8-124974365-125187019",22771.15
"chr8-125187019-125417752",23770.32
"chr8-125417752-125640385",23192.94
"chr8-125640385-125856712",23805.5
"chr8-125856712-126070101",23035.88
"chr8-126070101-126289010",23275.22
"chr8-126289010-126523711",24882.14
"chr8-126523711-126742322",23147.46
"chr8-126742322-126962735",23410.3
"chr8-127184889-127405473",23839.66
"chr8-127405473-127622112",23193.41
"chr8-127622112-127848988",23565.37
"chr8-128064998-128274794",22507.06
"chr8-128274794-128495105",23858.29
"chr8-128495105-128706049",14666.58
"chr8-128706049-128951226",15895.4
"chr8-128951226-129166683",23285.82
"chr8-129166683-129380230",23283.6
"chr8-129380230-129594306",23375.94
"chr8-129594306-129819057",24146.37
"chr8-129819057-130044864",23220.16
"chr8-130044864-130259554",22472.1
"chr8-130259554-130471874",23002.32
"chr8-130471874-130687137",22741.88
"chr8-130687137-130898899",22839.87
"chr8-130898899-131113886",23472.75
"chr8-131113886-131349416",24508.93
"chr8-131349416-131565834",23261.5
"chr8-131565834-131791047",24539.02
"chr8-131791047-132011566",24172.65
"chr8-132011566-132224506",23008.12
"chr8-132224506-132435416",23138.1
"chr8-132435416-132654860",23906.59
"chr8-132654860-132863004",22157.86
"chr8-132863004-133069397",22184.81
"chr8-133069397-133274898",22184.55
"chr8-133274898-133488578",23052.81
"chr8-133924312-134142135",23420.38
"chr8-134142135-134359188",23643.82
"chr8-134359188-134570462",23128.49
"chr8-134570462-134788927",23539.93
"chr8-134788927-134998906",22642.91
"chr8-134998906-135211902",22792.53
"chr8-135211902-135431670",23988.42
"chr8-135431670-135639987",22543.39
"chr8-135639987-135861798",23773.28
"chr8-135861798-136080434",23161.36
"chr8-136080434-136298213",23588.47
"chr8-136298213-136511511",22986.85
"chr8-136511511-136725110",22719.61
"chr8-136725110-136944721",23583.92
"chr8-136944721-137160980",23424.69
"chr8-137160980-137377460",23073.96
"chr8-137377460-137595002",23247.86
"chr8-137595002-137807364",23135.62
"chr8-137807364-138029898",23892.73
"chr8-138029898-138262243",25172.31
"chr8-138262243-138484014",24018.46
"chr8-138484014-138692493",22682.74
"chr8-138692493-138907566",23206.08
"chr8-138907566-139123613",23101.19
"chr8-139123613-139336115",22916.03
"chr8-139336115-139547249",23109.5
"chr8-139547249-139753581",22220.85
"chr8-139753581-139963529",22300.33
"chr8-139963529-140177138",23237.7
"chr8-140177138-140401444",23658.46
"chr8-140401444-140638550",24048.76
"chr8-140638550-140857189",23249.93
"chr8-140857189-141080296",23901.85
"chr8-141080296-141299427",22937.81
"chr8-141299427-141509334",16451.47
"chr8-141509334-141717588",23471.97
"chr8-141717588-141925230",20459.67
"chr8-141925230-142133649",22618
"chr8-142133649-142342891",23174.79
"chr8-142342891-142549461",23049.15
"chr8-142549461-142764070",22961.2
"chr8-142764070-142996090",24719.14
"chr8-142996090-143226482",16058.54
"chr8-143226482-143445952",23200.11
"chr8-143445952-143668314",15549.46
"chr8-143668314-143900104",16092.76
"chr8-144122360-144354800",24408.79
"chr8-144354800-144582548",24052.79
"chr8-144582548-144823725",18093.99
"chr9-396778-615570",22938
"chr9-615570-846056",24164.49
"chr9-846056-1064774",23234.93
"chr9-1064774-1294798",24134.58
"chr9-1294798-1511370",23254.88
"chr9-1511370-1735277",24062.34
"chr9-1735277-1964202",24363.13
"chr9-1964202-2173932",22851.78
"chr9-2173932-2390462",23422.22
"chr9-2390462-2616839",24535.73
"chr9-2616839-2829129",22965.1
"chr9-2829129-3044541",23147.17
"chr9-3044541-3263477",23528.49
"chr9-3263477-3481494",23588.97
"chr9-3481494-3705730",23774.32
"chr9-3705730-3919783",22828.25
"chr9-3919783-4127317",22296.34
"chr9-4127317-4346176",23383.77
"chr9-4346176-4576577",23971.52
"chr9-4576577-4805714",24059.59
"chr9-4805714-5039692",24680.02
"chr9-5271922-5511784",25266.59
"chr9-5511784-5741254",28023.2
"chr9-5741254-5958334",22987.55
"chr9-5958334-6199054",25621.81
"chr9-6199054-6450599",26083.94
"chr9-6450599-6690455",24995.28
"chr9-6690455-6930067",24287.15
"chr9-6930067-7140813",22614.94
"chr9-7140813-7363156",23656.91
"chr9-7363156-7575318",14896.19
"chr9-7575318-7795922",23382.69
"chr9-7795922-8017368",23676.04
"chr9-8017368-8242865",24031.84
"chr9-8242865-8454621",23060.32
"chr9-8454621-8660452",22517.32
"chr9-8660452-8874734",22579.44
"chr9-8874734-9091722",22860.3
"chr9-9091722-9301556",22861.59
"chr9-9301556-9517558",23897.59
"chr9-9945116-10163773",23717.67
"chr9-10163773-10375898",23181.05
"chr9-10375898-10593363",23393.39
"chr9-10593363-10812233",23937.32
"chr9-10812233-11042469",24547.64
"chr9-11042469-11255808",23079.16
"chr9-11255808-11468217",23071.24
"chr9-11468217-11693002",24588.82
"chr9-11693002-11914207",23880.47
"chr9-11914207-12130741",23843.31
"chr9-12130741-12352163",23742.92
"chr9-12352163-12568828",23335.56
"chr9-12568828-12775455",22277.63
"chr9-12775455-12994070",23874.26
"chr9-12994070-13207925",22879.09
"chr9-13207925-13430456",23543.71
"chr9-13430456-13640994",22962.5
"chr9-13640994-13857891",23442.89
"chr9-13857891-14073296",23110.13
"chr9-14073296-14280156",22392.1
"chr9-14280156-14490361",22123.94
"chr9-14490361-14710545",23583.79
"chr9-14710545-14928696",23312.99
"chr9-14928696-15168999",25198.79
"chr9-15168999-15397935",23566.44
"chr9-15397935-15653846",26503.72
"chr9-15883748-16111903",24378.45
"chr9-16111903-16323477",22749.02
"chr9-16323477-16538949",23093.2
"chr9-16538949-16749359",22498.35
